_id,Inspection ID,Facility ID,Facility Name,Facility Address,Facility Address 2,Facility Municipality Name,Facility City,Facility County,Facility State,Facility Postal Code,Facility Latitude,Facility Longitude,Venue Type,Inspection Date,Inspection End,Inspection Purpose,Inspection Passed,Inspection Number,Inspector Name,"Free Chlorine, Shallow","Free Chlorine, Deep","Combined Chlorine, Shallow","Combined Chlorine, Deep","Free Bromine, Shallow","Free Bromine, Deep","pH Value, Shallow","pH Value, Deep",Cyanuric Acid,Turnover,Enclosure,Main Drain Visible,Safety Equipment,Disinfectant Level,pH Balance,No Imminent Health Hazards,Abated Date
59719,200035,2045,STACK(JACK)POOL/CITY OF PITTSBURGH,600 BRIGHTON WOOD ROAD,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15212,40.4868892242499,-80.030636342333,POOLS (OUTDOOR),2022-06-20T11:30:00,2022-06-21T12:30:00,INITIAL INSPECTION,t,1,LAURIA D. ANTHONY,2.8,2.8,3,3,,,7.8,7.8,,800,t,t,f,t,t,t,2022-08-01
59720,200042,314,HIGHLANDS OF MONTOUR RUN POOL,100 LINCOLN HIGHLANDS  DRIVE,,North Fayette Township,COROAPOLIS,Allegheny County,PA,15108,40.4508150099702,-80.2001378283951,POOLS (OUTDOOR),2022-06-17T10:45:00,2022-06-21T11:15:00,FOLLOW UP INSPECTION,t,3,MANOWN MARYANN,5,,0,,,,7.0,,<30,65,t,t,f,t,f,t,2023-06-19
59721,200043,2383,PAYNE HILL TOWNHOMES POOL,511 PAYNE HILL ROAD,,Jefferson Hills,JEFFERSON HILLS,Allegheny County,PA,15025,40.3010765237795,-79.9169145510462,POOLS (OUTDOOR),2022-06-20T13:30:00,2022-06-21T14:45:00,INITIAL INSPECTION,t,1,CONLEY FAON,12,12,0,0,,,7.4,7.4,,60,t,t,t,t,t,t,2022-06-23
59722,200044,8996,HERITAGE HILLS POOL,1250 VILLAGE GREEN DRIVE,,Jefferson Hills,Clairton,Allegheny County,PA,15025,40.3193927034758,-79.9522067170231,POOLS (OUTDOOR),2022-06-20T15:00:00,2022-06-21T16:00:00,INITIAL INSPECTION,f,1,CONLEY FAON,4,4,,,0,0,7.2,7.2,,130,t,t,t,t,t,t,2022-06-23
59723,200061,2044,RIVERVIEW PARK POOL/CITY OF PITTSBURGH,400 RIVERVIEW  AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15214,40.4796985312928,-80.0184288885248,POOLS (OUTDOOR),2022-06-21T15:00:00,2022-06-22T16:00:00,INITIAL INSPECTION,f,1,LAURIA D. ANTHONY,,,,,3,3,7.4,7.4,,1000,t,t,t,t,t,t,2022-06-29
59724,200180,2273,COMMUNITY SWIM CLUB POOL,100 AQUA DRIVE,,O'Hara Township,PGH,Allegheny County,PA,15238,40.5149061059382,-79.8583193990809,POOLS (OUTDOOR),2022-06-23T10:00:00,2022-06-27T11:00:00,INITIAL INSPECTION,t,1,FREEMAN MICHELE,4.2,3.8,0.2,0.2,0,0,7.4,7.6,<50,500,t,t,f,t,t,t,
59725,200195,2486,CLAIRTON MUNICIPAL POOL,435 FREEMONT STREET,,Clairton,CLAIRTON,Allegheny County,PA,15025,40.3024957266492,-79.8945475907529,POOLS (OUTDOOR),2022-06-23T13:00:00,2022-06-28T14:00:00,INITIAL INSPECTION,t,1,CONLEY FAON,2,2,0,0,,,7.2,7.0,,1100,t,t,t,t,t,t,2022-07-11
59726,200207,363,THE CLUB AT NEVILLEWOOD / WADING POOL,1000 NEVILLEWOOD DRIVE,,Collier Township,PRESTO,Allegheny County,PA,15142,40.3858199955333,-80.1259114456592,WADING POOL SYSTEM,2022-06-28T13:55:00,2022-06-29T14:10:00,INITIAL INSPECTION,t,1,WOLFE CURRIER,6.4,,0.2,,,,7.2,,<30,190,t,t,t,t,t,t,2022-09-22
59727,200224,2007,MAGEE POOL/CITY OF PITTSBURGH,745 GREENFIELD AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15217,,,POOLS (OUTDOOR),2022-06-29T13:45:00,2022-06-30T14:45:00,INITIAL INSPECTION,t,1,TIJANI ISSA,1,1,0,0,,,7.4,7.4,40,1900,t,t,t,t,t,t,2022-06-30
59728,200263,5621,GATEWAY HEIGHTS SWIM CLUB WADING POOL,2249 RAMSEY  DRIVE,,Monroeville,MONROEVILLE,Allegheny County,PA,15146,40.4099646011041,-79.7517454620722,POOLS (OUTDOOR),2022-06-28T10:30:00,2022-07-01T10:45:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,1.4,,0.2,,,,7.4,,,5,t,t,t,t,t,t,2022-07-01
59729,200267,2362,CRAFTON BOROUGH POOL,117 W STEUBEN STREET,,Crafton,PITTSBURGH,Allegheny County,PA,15205,40.4382087367224,-80.0729088020526,POOLS (OUTDOOR),2022-06-27T15:05:00,2022-07-01T15:30:00,FOLLOW UP INSPECTION,t,2,MANOWN MARYANN,5,4,0,0,,,7.6,7.6,0,,t,t,f,t,t,t,2022-08-22
59730,200311,8216,WILMERDING COMMUNITY CENTER POOL,1 MEMORIAL FIELD,,Wilmerding,Wilmerding,Allegheny County,PA,15148,40.3879694823642,-79.8124068265451,POOLS (INDOOR),2022-07-05T11:00:00,2022-07-06T11:50:00,INITIAL INSPECTION,t,1,ANDERSON IAN,4.2,4.6,0.2,0.2,,,7.6,7.8,,260,t,t,t,t,t,t,2022-07-06
59731,200318,2065,YOUGHIOGHENY COUNTRY CLUB POOL,1901 GREENOCK / BUENA VISTA ROAD,,Elizabeth Township,MC KEESPORT,Allegheny County,PA,15135,,,POOLS (OUTDOOR),2022-07-06T12:00:00,2022-07-07T12:40:00,FOLLOW UP INSPECTION,t,4,TIJANI ISSA,3,3,0,0,,,7.6,7.6,,230,t,t,f,t,t,t,2022-08-12
59732,200340,2517,GRANDVIEW POINTE APTS POOL,1411 GRANDVIEW AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15211,40.4384889336943,-80.0213356224578,POOLS (OUTDOOR),2022-07-06T14:40:00,2022-07-07T15:15:00,FOLLOW UP INSPECTION,t,2,MANOWN MARYANN,6.5,,0,,,,7.0,,50,50,t,t,f,t,f,t,2022-09-09
59733,200350,772,BELLEVUE MEMORIAL WADING POOL,320 BELLEVUE ROAD,,Ross Township,PITTSBURGH,Allegheny County,PA,15202,,,WADING POOL SYSTEM,2022-07-07T13:35:00,2022-07-08T13:55:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,1.2,,0,,,,7.2,,,80,t,t,t,t,t,t,2022-07-14
59734,200353,10518,FRANKLIN RIDGE ESTATES CSA POOL,1624 COUNTRY CLUB DRIVE,,Franklin Park,Pittsburgh,Allegheny County,PA,15237,40.5637742564739,-80.0827389115987,POOL (CONDO OUTDOOR),2022-07-07T14:30:00,2022-07-08T14:40:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,1.4,1,,,,,,,,,t,t,t,t,t,t,2022-07-14
59735,200400,1510,CITY VISTA APARTMENTS - POOL,325 ELIZABETH DRIVE,,Green Tree,PITTSBURGH,Allegheny County,PA,15220,40.4270335305501,-80.0362348300712,POOLS (OUTDOOR),2022-07-07T15:30:00,2022-07-11T16:05:00,FOLLOW UP INSPECTION,t,3,MANOWN MARYANN,2,,0,,,,7.4,,<30,70,t,t,t,t,t,t,2022-09-09
59736,200687,2451,BOWER HILL SWIM CLUB  - MAIN POOL,1600 BOWER HILL ROAD,,Scott Township,PITTSBURGH,Allegheny County,PA,15243,40.3721083568192,-80.080703618896,POOLS (OUTDOOR),2022-07-21T14:20:00,2022-07-22T14:50:00,INITIAL INSPECTION,t,1,WOLFE CURRIER,2.6,2.6,0,0,,,7.4,7.6,<30,480,t,t,f,t,t,t,2022-08-16
59737,200689,2458,NOB HILL APARTMENTS,3000 SWALLOW HILL ROAD,,Scott Township,PITTSBURGH,Allegheny County,PA,15220,40.3889481842868,-80.075263996076,POOLS (OUTDOOR),2022-07-21T12:55:00,2022-07-22T13:15:00,INITIAL INSPECTION,t,1,WOLFE CURRIER,1.6,,0.2,,,,7.2,,33,65,t,t,f,t,t,t,2023-07-31
59738,200693,2403,MONTOUR HEIGHTS COUNTRY CLUB POOL,1491 CORAOPOLIS HEIGHTS ROAD,,Moon Township,CORAOPOLIS,Allegheny County,PA,15108,40.5030988989419,-80.1959068684705,POOLS (OUTDOOR),2022-07-19T10:20:00,2022-07-22T11:00:00,FOLLOW UP INSPECTION,t,2,MANOWN MARYANN,6.5,6,0,0,,,7.0,7.0,0,550,t,t,f,t,f,t,2023-06-27
59739,200695,2316,CHATEAU PERRY POOL,951 PERRY HIGHWAY,,Ross Township,PITTSBURGH,Allegheny County,PA,15237,40.5359104445157,-80.03746051153,POOLS (OUTDOOR),2022-07-21T14:15:00,2022-07-22T14:35:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,1.6,1.8,0,0,,,7.4,7.4,<30,95,t,t,f,t,t,t,2022-07-25
59740,200699,1226,SONOMA RIDGE POOL,4007 DUCKHORN  DRIVE,,Moon Township,MOON TOWNSHIP,Allegheny County,PA,15108,40.4741722895069,-80.166122765806,POOL (CONDO OUTDOOR),2022-07-20T10:00:00,2022-07-22T10:15:00,INITIAL INSPECTION,f,1,MANOWN MARYANN,3.5,,0,,,,7.8,,<30,75,t,t,t,t,t,t,2022-07-25
59741,200715,2265,FOREST OAKS CONDO POOL,1302 FOREST EDGE COURT,,McCandless,WEXFORD,Allegheny County,PA,15090,40.6089074929959,-80.056983714498,POOL (CONDO OUTDOOR),2022-07-22T13:45:00,2022-07-25T14:30:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,4,4,0,0,,,7.4,7.6,,90,t,t,f,t,t,t,2022-08-04
59742,200727,8816,PENNWOOD SQUARE POOL,601 A HAY STREET,,Wilkinsburg,Pittsburgh,Allegheny County,PA,15221,40.4412853121561,-79.8877425526511,POOLS (OUTDOOR),2022-07-19T15:30:00,2022-07-25T16:30:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,3.2,,0,,,,7.4,,,110,t,t,t,t,t,t,2022-08-05
59743,200734,10479,WASHINGTON GARDENS APTS POOL,133 LEE STREET,,Carnegie,Carnegie,Allegheny County,PA,15106,40.4012391156333,-80.0852542941702,POOLS (OUTDOOR),2022-07-25T13:40:00,2022-07-26T13:55:00,INITIAL INSPECTION,t,1,WOLFE CURRIER,4,,0,,,,7.6,,33,85,t,t,f,t,t,t,2023-08-29
59744,200735,5241,NEVILLE MANOR HOA POOL,1041 KELLINGTON DRIVE,,Collier Township,CARNEGIE,Allegheny County,PA,15106,40.408734572588,-80.1098464710223,POOL (CONDO OUTDOOR),2022-07-25T14:10:00,2022-07-26T14:25:00,INITIAL INSPECTION,t,1,WOLFE CURRIER,3.8,,0,,,,7.4,,30,225,t,t,f,t,t,t,2022-08-16
59745,200756,10577,THE DISTRICT - POOL,1759 Waterfront PLACE,,Pittsburgh,Pittsburgh,Allegheny County,PA,15222,40.4515994715878,-79.9873518373788,POOLS (OUTDOOR),2022-07-22T12:00:00,2022-07-26T12:30:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,5,,0,,,,7.8,,,90,t,t,t,t,t,t,2022-08-04
59746,200770,4141,TORRENTE APARTMENTS POOL,2565 BOYCE PLAZA  ROAD,,Upper St Clair Township,PITTSBURGH,Allegheny County,PA,15241,40.3225160919673,-80.1135523348394,POOLS (OUTDOOR),2022-07-26T15:05:00,2022-07-27T15:30:00,INITIAL INSPECTION,t,1,WOLFE CURRIER,0.6,,0.4,,,,7.0,,>100,65,t,t,f,t,f,t,2023-06-07
59747,200063,2461,JAMESTOWN CONDO POOL,500 ALDEN DRIVE,,Scott Township,PITTSBURGH,Allegheny County,PA,15220,40.3927673132354,-80.0608446849484,POOL (CONDO OUTDOOR),2022-06-21T14:45:00,2022-06-22T15:25:00,FOLLOW UP INSPECTION,t,5,WOLFE CURRIER,0.6,0.6,0,0,,,7.0,7.4,>30,315,t,t,f,t,f,t,2022-08-22
59748,200078,2238,SYLVAN PARK POOL,1800 SYLVAN AVENUE,,Harrison Township,NATRONA HEIGHTS,Allegheny County,PA,15065,40.6360560027259,-79.7226565532746,WADING POOL SYSTEM,2022-06-21T14:00:00,2022-06-22T16:00:00,INITIAL INSPECTION,t,1,FREEMAN MICHELE,2.8,2.8,0,0,0,0,7.4,7.4,<50,1113,t,t,t,t,t,t,2023-08-03
59749,200082,50,DOMINION HOME OWNERS ASSC POOL,1484 ZENITH COURT,,Upper St Clair Township,PITTSBURGH,Allegheny County,PA,15241,40.3542036445027,-80.0842250444936,POOL (CONDO OUTDOOR),2022-06-22T13:15:00,2022-06-22T13:45:00,FOLLOW UP INSPECTION,t,2,WOLFE CURRIER,3.6,,0,,,,7.4,,<30,95,t,t,f,t,t,t,2022-06-29
59750,200083,7798,MOON GROVE APTS POOL #2 UPPER POOL,916 BEAVER GRADE ROAD,,Moon Township,Coraopolis,Allegheny County,PA,15108,40.5115152951426,-80.2146363279737,POOLS (OUTDOOR),2022-06-17T15:25:00,2022-06-22T16:00:00,FOLLOW UP INSPECTION,t,2,MANOWN MARYANN,4,,0,,,,7.2,,35,40,t,t,f,t,t,t,2023-08-30
59751,200084,1411,BRIGHT OAKS APARTMENT POOL,300 OLD MILL  ROAD,,North Fayette Township,OAKDALE,Allegheny County,PA,15071,40.4197188865279,-80.2166532284048,POOLS (OUTDOOR),2022-06-17T12:40:00,2022-06-21T13:30:00,FOLLOW UP INSPECTION,t,2,MANOWN MARYANN,5,,0,,,,7.2,,<30,65,t,t,t,t,t,t,2022-08-16
59752,200092,1490,SOUTH POINTE TOWERS POOL,100 CERASI DRIVE,,Pleasant Hills,PLEASANT HILLS,Allegheny County,PA,15236,,,POOLS (OUTDOOR),2022-06-22T11:15:00,2022-06-23T12:30:00,INITIAL INSPECTION,f,1,CONLEY FAON,4,4,0,0,0,0,7.4,7.4,,100,t,t,t,t,t,t,2022-06-24
59753,200093,1015,GARDEN CITY SWIM CLUB WADING POOL,600  GARDEN CITY DRIVE,,Monroeville,MONROEVILLE,Allegheny County,PA,15146,40.4482131275439,-79.7820960573506,POOLS (OUTDOOR),2022-06-14T13:00:00,2022-06-23T13:30:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,1,,0,,,,7.6,,,10,t,t,t,t,t,t,2022-06-23
59754,200096,8496,WATERFORD LANDING APTS POOL,1200 LANDING LANE,,Moon Township,Coraopolis,Allegheny County,PA,15108,40.524662981294,-80.2252113266614,POOLS (OUTDOOR),2022-06-17T13:45:00,2022-06-23T14:30:00,FOLLOW UP INSPECTION,t,2,MANOWN MARYANN,6.5,,0,,,,7.2,,<30,70,t,t,f,t,f,t,2022-08-16
59755,200099,2114,DEAUVILLE PARK LP POOL,540 DEAUVILLE DRIVE,,Monroeville,MONROEVILLE,Allegheny County,PA,15146,40.4347951845429,-79.7404111867952,POOLS (OUTDOOR),2022-06-17T09:45:00,2022-06-23T10:30:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,2,,0,,,,7.2,,,80,t,t,t,t,t,t,2022-06-23
59756,200164,2230,HAMPTON TWP POOL,3101 MCCULLY ROAD,,Hampton Township,ALLISON PARK,Allegheny County,PA,15101,40.5826020326043,-79.9347945232698,POOLS (OUTDOOR),2022-06-24T13:00:00,2022-06-27T14:00:00,INITIAL INSPECTION,f,1,NOBBS SCOTT,1.8,2.2,0,0,,,7.4,7.4,<30,1548,t,t,t,t,t,t,2022-06-28
59757,200166,2104,STONE CLIFF APT POOL,3200 STONE CLIFF DRIVE,,Monroeville,MONROEVILLE,Allegheny County,PA,15146,40.431065501475,-79.7644150077822,POOLS (OUTDOOR),2022-06-24T09:30:00,2022-06-27T10:30:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,1.8,,0,,,,7.8,,,120,t,t,t,t,t,t,2022-06-28
59758,200772,10739,CAMBRIA SUITES PGH @ PPG PAINTS ARENA SPA,1320 CENTRE AVENUE,,Pittsburgh,Pittsburgh,Allegheny County,PA,15219,40.4400933442043,-79.987981041559,SPA/HOT TUB (INDOOR),2022-07-25T14:20:00,2022-07-27T15:00:00,INITIAL INSPECTION,t,1,ANDERSON IAN,9.8,,0,,,,7.2,,,60,t,t,f,t,t,t,
59759,200773,10737,CAMBRIA SUITES PGH @ PPG PAINTS ARENA POOL,1320 CENTRE  AVENUE,,Pittsburgh,Pittsburgh,Allegheny County,PA,15219,40.4400933442043,-79.987981041559,POOLS (INDOOR),2022-07-25T15:00:00,2022-07-27T15:25:00,FOLLOW UP INSPECTION,t,2,ANDERSON IAN,,,,,,,,,,,t,t,f,t,t,t,2023-09-14
59760,200776,8896,BEAR RUN VILLAGE LIMITED PARTNERSHIP POOL,100 BEAR RUN DRIVE,,Ohio Township,Pittsburgh,Allegheny County,PA,15237,40.5490262293134,-80.0805765335738,POOLS (OUTDOOR),2022-07-26T13:45:00,2022-07-27T14:20:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,3.2,,0,,,,7.4,,,130,t,t,f,t,t,t,2022-08-10
59761,200790,3906,SAMPSON FAMILY YMCA MAIN POOL,2200 GOLDEN MILE HIGHWAY,,Plum,PITTSBURGH,Allegheny County,PA,15239,40.4580735275282,-79.707638199256,POOLS (INDOOR),2022-07-26T11:00:00,2022-07-27T11:30:00,INITIAL INSPECTION,t,1,WILSON ANGELA,2.8,2.6,0.4,0.2,,,7.2,7.0,,400,t,t,f,t,t,t,2022-09-26
59762,200800,2487,SANDCASTLE / WET WILLIE'S POOL,1000 SANDCASTLE DRIVE,,West Homestead,HOMESTEAD,Allegheny County,PA,15120,40.3978093001117,-79.9272275022397,WADING POOL SYSTEM,2022-07-26T11:20:00,2022-07-28T11:35:00,INITIAL INSPECTION,t,1,ANDERSON IAN,3.4,,0,,,,7.4,,,1425,t,t,t,t,t,t,2022-08-18
59763,200817,6,SANDCASTLE / WAVE POOL,1000 SANDCASTLE DRIVE,,West Homestead,HOMESTEAD,Allegheny County,PA,15120,40.3978093001117,-79.9272275022397,POOLS (OUTDOOR),2022-07-26T10:20:00,2022-07-28T10:35:00,FOLLOW UP INSPECTION,t,2,ANDERSON IAN,5.6,,0,,,,7.8,,,1000,t,t,f,t,t,t,2022-08-10
59764,200820,2167,SANDCASTLE / LANDING POOL #1,1000 SANDCASTLE DRIVE,,West Homestead,HOMESTEAD,Allegheny County,PA,15120,40.3978093001117,-79.9272275022397,WATER SLIDE POOLS,2022-07-26T10:30:00,2022-07-28T10:40:00,FOLLOW UP INSPECTION,t,2,ANDERSON IAN,3.6,,0,,,,7.8,,,200,t,t,f,t,t,t,2022-08-10
59765,200822,2165,SANDCASTLE / LANDING POOL #3 / SHOTGUN POOL,1000 SANDCASTLE DRIVE,,West Homestead,HOMESTEAD,Allegheny County,PA,15120,40.3978093001117,-79.9272275022397,WATER SLIDE POOLS,2022-07-26T11:00:00,2022-07-28T11:15:00,FOLLOW UP INSPECTION,t,2,ANDERSON IAN,4.2,,0,,,,7.8,,,225,t,t,f,t,f,t,2022-08-10
59766,200828,2019,REAM POOL/CITY OF PITTSBURGH,321 MERRIMAC STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15211,40.4308470255772,-80.0131356741373,POOLS (OUTDOOR),2022-07-28T14:30:00,2022-07-29T15:00:00,FOLLOW UP INSPECTION,t,2,MANOWN MARYANN,1,1.5,0,0,,,7.2,7.2,0,700,t,t,t,t,f,t,2022-07-29
59767,200848,2469,SQUIRES MANOR POOL,7000 SQUIRES MANOR LANE,,South Park Township,SOUTH PARK,Allegheny County,PA,15129,40.2948003564555,-79.9906965723946,POOLS (OUTDOOR),2022-07-29T11:00:00,2022-08-01T12:00:00,INITIAL INSPECTION,t,1,CONLEY FAON,6.2,6.2,0.2,0.2,,,9.1,9.1,,,t,t,t,t,f,t,2023-08-03
59768,200850,6861,LIBERTY POINTE APARTMENTS POOL,35 HIGHLAND ROAD,,Bethel Park,BETHEL PARK,Allegheny County,PA,15102,40.3495131079453,-80.0507158298022,POOLS (OUTDOOR),2022-08-01T09:00:00,2022-08-01T10:00:00,INITIAL INSPECTION,f,1,CONLEY FAON,5,5,0,0,0,0,7.4,7.4,,140,t,t,t,t,t,t,2022-08-02
59769,200862,1980,BLOOMFIELD POOL / CITY OF PITTSBURGH,401 ELLA STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15224,40.4618776192998,-79.9528584996238,POOLS (OUTDOOR),2022-07-29T14:00:00,2022-08-02T13:00:00,INITIAL INSPECTION,t,1,ANDERSON IAN,2.6,2.8,0,0,,,7.2,7.2,,3200,t,t,t,t,t,t,2022-08-10
59770,200172,2107,PARK SWIM CLUB POOL,328 COLLEGE PARK DRIVE,,Monroeville,MONROEVILLE,Allegheny County,PA,15146,40.4473864681503,-79.737204211609,POOLS (OUTDOOR),2022-06-24T13:30:00,2022-06-27T14:30:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,1.5,,0,,,,7.4,,,350,t,t,t,t,t,t,2022-06-28
59771,200182,1972,AMMON POOL/CITY OF PITTSBURGH,2217 BEDFORD AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15219,40.4487256380923,-79.9778878431718,POOLS (OUTDOOR),2022-06-27T11:00:00,2022-06-27T13:00:00,INITIAL INSPECTION,t,1,FREEMAN MICHELE,0.4,0.4,0,0,0,0,7.6,7.6,<50,120,t,t,t,t,t,f,2023-07-19
59772,200183,2415,FOX HOLLOW CONDO POOL,944 COLLEGE PARK DRIVE,,Moon Township,CORAOPOLIS,Allegheny County,PA,15108,40.5196329709433,-80.2219541041929,POOL (CONDO OUTDOOR),2022-06-27T14:30:00,2022-06-28T15:10:00,FOLLOW UP INSPECTION,t,2,LAURIA D. ANTHONY,1,1,0,0,,,7.6,7.6,,80,t,t,f,t,t,t,2022-07-25
59773,200196,2507,CLAIRTON MUNICIPAL POOL - WADING,435 FREEMONT STREET,,Clairton,CLAIRTON,Allegheny County,PA,15025,40.3024957266492,-79.8945475907529,WADING POOL SYSTEM,2022-06-24T12:00:00,2022-06-28T13:00:00,INITIAL INSPECTION,t,1,CONLEY FAON,0,0,0,0,,,10,10,,110,t,t,f,t,f,f,2022-07-11
59774,200199,2348,CHANTICLEER CONDO POOL,53 HIGHLAND ROAD,,Bethel Park,BETHEL PARK,Allegheny County,PA,15102,40.3497817396721,-80.0478869572742,POOL (CONDO OUTDOOR),2022-06-24T12:45:00,2022-06-28T13:45:00,INITIAL INSPECTION,f,1,CONLEY FAON,4.2,4.2,0,0,,,7.4,7.4,,150,t,t,t,t,t,t,2022-06-30
59775,200200,2339,HIGHFIELD CROSSING APTS POOL,1200 HIGHFIELD COURT,,Bethel Park,BETHEL PARK,Allegheny County,PA,15102,40.3108575416416,-80.0652437587857,POOLS (OUTDOOR),2022-06-24T12:40:00,2022-06-28T13:40:00,FOLLOW UP INSPECTION,t,4,CONLEY FAON,4.6,4.6,0,0,0,0,7.4,7.4,,120,t,t,f,t,t,t,2022-06-29
59776,200219,1972,AMMON POOL/CITY OF PITTSBURGH,2217 BEDFORD AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15219,40.4487256380923,-79.9778878431718,POOLS (OUTDOOR),2022-06-28T09:00:00,2022-06-29T10:00:00,FOLLOW UP INSPECTION,t,2,FREEMAN MICHELE,1.4,1.4,0,0,0,0,7.6,7.4,<50,,t,t,t,t,t,f,2023-07-19
59777,200237,2223,HUNTER'S POINT CONDO POOL,2551 C PHEASANT RUN DRIVE,,Franklin Park,WEXFORD,Allegheny County,PA,15090,40.6049308066293,-80.0885977038845,POOL (CONDO OUTDOOR),2022-06-28T14:30:00,2022-06-30T15:20:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,4.8,,0,,,,7.4,,<30,110,t,t,f,t,t,t,2022-08-18
59778,200239,2269,THE CLUB AT NORTH HILLS POOL,700 DUNCAN AVENUE,,McCandless,PITTSBURGH,Allegheny County,PA,15237,40.5677301514061,-80.0182078259132,POOLS (OUTDOOR),2022-06-29T14:00:00,2022-06-30T16:00:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,1.2,,0.2,,,,7.4,,<30,80,t,t,t,t,t,t,2022-07-07
59779,200241,6763,CLEVER PARK POOL,115 ROBINSON POOL DRIVE,,Robinson Township,PITTSBURGH,Allegheny County,PA,15136,40.4675950459085,-80.1323810083465,POOLS (OUTDOOR),2022-06-23T14:25:00,2022-06-30T15:15:00,FOLLOW UP INSPECTION,t,2,MANOWN MARYANN,4,4.5,0,0,,,7.2,7.2,0,1200,t,t,f,t,t,t,
59780,200257,2100,H KAUFMANN  FAM & REC  PARK  POOL,261 ROSECREST DRIVE,,Monroeville,MONROEVILLE,Allegheny County,PA,15146,40.4213948899099,-79.7834796102844,POOLS (OUTDOOR),2022-06-28T09:30:00,2022-07-01T10:00:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,1.6,,0,,,,7.2,,,1700,t,t,t,t,t,t,2022-07-01
59781,200867,274,NORTH PARK WADING POOL, S RIDGE DRIVE,,McCandless,ALLISON PARK,Allegheny County,PA,15101,,,WADING POOL SYSTEM,2022-08-01T15:00:00,2022-08-02T15:15:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,,,,,,,,,,,t,t,f,t,t,t,2022-08-10
59782,200903,8776,BRACKEN HOUSE NORTH SHORE POOL,100 ANDERSON STREET,,PITTSBURGH,Pittsburgh,Allegheny County,PA,15212,40.448638374196,-79.9993618360473,POOLS (OUTDOOR),2022-08-03T15:20:00,2022-08-04T15:40:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,,,,,,,,,,,t,t,f,t,t,t,2022-08-12
59783,200910,852,EAGLE TRACE CONDO POOL,300 ALLANDALE DRIVE,,Bethel Park,BETHEL PARK,Allegheny County,PA,15102,40.3036363816655,-80.0427527197267,POOL (CONDO OUTDOOR),2022-08-04T12:00:00,2022-08-04T13:15:00,INITIAL INSPECTION,f,1,CONLEY FAON,3,3,0,0,,,7.4,7.4,,220,t,t,t,t,t,t,2022-08-05
59784,201003,2065,YOUGHIOGHENY COUNTRY CLUB POOL,1901 GREENOCK / BUENA VISTA ROAD,,Elizabeth Township,MC KEESPORT,Allegheny County,PA,15135,,,POOLS (OUTDOOR),2022-08-10T13:45:00,2022-08-11T13:50:00,FOLLOW UP INSPECTION,t,5,WOLFE CURRIER,3,,0,,,,7.6,,,230,t,t,f,t,t,t,2022-08-12
59785,201007,2067,MT VERNON APTS POOL,2300 SURREY  LANE,Managers Office,Elizabeth Township,MCKEESPORT,Allegheny County,PA,15135,40.290262289723,-79.8264941506079,POOLS (OUTDOOR),2022-08-10T14:00:00,2022-08-11T14:40:00,INITIAL INSPECTION,t,1,WOLFE CURRIER,2.6,,0.2,,,,7.0,,<30,,t,t,f,t,f,t,
59786,201008,2357,CHARTIERS VALLEY HIGH SCHOOL POOL,50 THOMS RUN  ROAD,,Collier Township,PRESTO,Allegheny County,PA,15017,40.378788791577,-80.1025406961975,POOLS (SCHOOLS),2022-08-10T11:00:00,2022-08-11T11:45:00,INITIAL INSPECTION,t,1,LAURIA D. ANTHONY,3.2,3.2,0,9,,,7.6,7.6,,,t,t,t,t,t,t,2022-09-28
59787,201027,1016,LA FITNESS POOL - COLLIER,1155 WASHINGTON PIKE,,Collier Township,BRIDGEVILLE,Allegheny County,PA,15017,,,POOLS (INDOOR),2022-08-11T10:15:00,2022-08-12T10:45:00,FOLLOW UP INSPECTION,t,2,LAURIA D. ANTHONY,3.2,2.6,0,0,,,7.6,7.6,0,80,t,t,f,t,t,t,2022-09-26
